OrderID,OrderDate,CustomerID,Region,StoreID,ProductCategory,ProductName,Quantity,UnitPrice,Discount,Sales,Profit
45,2024-10-24,C1961,East,S27,Furniture,Wardrobe,2,329.33,0.0,658.66,55.43
46,2023-09-03,C1175,North,S39,Grocery,Rice,7,425.58,0.05,2830.11,754.98
47,2024-06-08,C1827,North,S7,Clothing,Dress,9,631.62,0.15,4831.89,1026.73
48,2024-05-26,C1399,East,S14,Furniture,Chair,3,344.62,0.15,878.78,171.11
49,2024-12-27,C1958,West,S86,Furniture,Table,3,470.94,0.2,1130.26,293.57
50,2024-07-23,C1341,West,S49,Electronics,Laptop,4,48.45,0.1,174.42,14.26
51,2023-09-21,C1052,North,S60,Clothing,Shirt,5,462.69,0.2,1850.76,182.48
52,2023-12-16,C1046,South,S99,Furniture,Table,7,146.97,0.2,823.03,240.64
53,2023-04-16,C1669,South,S19,Grocery,Milk,1,404.83,0.1,364.35,58.2
54,2023-12-12,C1740,North,S90,Grocery,Rice,5,90.06,0.0,450.3,100.02
55,2024-10-02,C1057,South,S1,Electronics,Laptop,2,247.39,0.0,494.78,106.4
56,2023-09-29,C1188,East,S64,Electronics,Laptop,5,615.6,0.1,2770.2,310.08
57,2024-10-17,C1434,South,S86,Electronics,Laptop,9,348.46,0.15,2665.72,163.94
58,2023-04-04,C1749,North,S62,Grocery,Milk,4,183.58,0.05,697.6,168.01
59,2023-12-07,C1550,South,S100,Grocery,Wheat,1,470.03,0.2,376.02,56.26
60,2024-06-05,C1757,North,S69,Furniture,Wardrobe,4,54.85,0.05,208.43,43.03
61,2024-03-17,C1607,West,S1,Electronics,Headphones,8,662.11,0.15,4502.35,918.31
62,2023-12-02,C1758,South,S2,Electronics,Camera,1,868.53,0.1,781.68,195.61
63,2024-11-20,C1674,South,S33,Electronics,Laptop,1,813.09,0.1,731.78,208.83
64,2024-07-30,C1416,South,S40,Clothing,Shoes,2,48.57,0.05,92.28,20.37
65,2023-03-31,C1775,West,S93,Electronics,Tablet,2,268.09,0.15,455.75,101.73
66,2024-09-17,C1492,South,S75,Electronics,Camera,8,737.72,0.2,4721.41,1378.16
67,2024-11-06,C1393,North,S73,Electronics,Headphones,8,808.77,0.0,6470.16,1506.98
68,2024-07-01,C1977,West,S96,Grocery,Eggs,8,868.45,0.2,5558.08,609.44
69,2024-11-25,C1524,West,S23,Grocery,Eggs,9,245.85,0.0,2212.65,406.2
70,2024-08-18,C1879,East,S89,Grocery,Rice,6,304.66,0.1,1645.16,242.33
71,2024-01-31,C1444,South,S19,Clothing,Dress,9,326.12,0.15,2494.82,482.4
72,2024-01-02,C1143,North,S69,Electronics,Smartphone,3,606.42,0.15,1546.37,337.31
73,2024-04-28,C1564,North,S23,Furniture,Chair,9,122.33,0.2,880.78,152.91
74,2024-02-02,C1222,North,S5,Clothing,Jeans,3,888.83,0.1,2399.84,543.46
75,2024-08-10,C1008,South,S74,Furniture,Table,1,110.11,0.2,88.09,9.31
76,2024-01-28,C1945,West,S27,Furniture,Sofa,2,90.54,0.2,144.86,15.69
77,2024-10-09,C1495,South,S65,Electronics,Camera,6,814.67,0.0,4888.02,967.69
78,2023-03-11,C1251,West,S31,Furniture,Table,3,779.38,0.1,2104.33,236.07
79,2024-06-14,C1038,West,S67,Clothing,Dress,2,473.97,0.05,900.54,211.85
80,2024-03-31,C1828,West,S39,Grocery,Wheat,1,684.23,0.15,581.6,168.98
81,2023-07-10,C1507,North,S25,Electronics,Laptop,8,533.09,0.2,3411.78,992.16
82,2024-07-09,C1684,East,S32,Furniture,Chair,5,52.97,0.2,211.88,63.19
83,2023-08-17,C1675,North,S99,Furniture,Sofa,3,969.61,0.05,2763.39,253.0
84,2023-11-01,C1525,North,S15,Electronics,Tablet,1,631.28,0.1,568.15,156.41
85,2023-01-12,C1329,South,S96,Electronics,Smartphone,8,400.58,0.15,2723.94,364.78
86,2023-05-02,C1347,North,S36,Clothing,Dress,8,359.82,0.05,2734.63,318.54
87,2023-02-10,C1739,South,S64,Clothing,Shirt,6,41.99,0.0,251.94,32.09
88,2024-12-24,C1460,North,S92,Clothing,Shoes,3,824.31,0.05,2349.28,362.16
89,2024-12-09,C1814,South,S25,Electronics,Tablet,2,91.92,0.05,174.65,32.82
90,2023-01-05,C1118,East,S33,Furniture,Chair,6,812.45,0.0,4874.7,702.86
91,2023-10-09,C1062,East,S89,Clothing,Dress,6,830.87,0.0,4985.22,1294.07
92,2024-09-01,C1104,North,S99,Electronics,Smartphone,1,23.54,0.15,20.01,5.07
93,2024-10-06,C1869,East,S3,Grocery,Wheat,5,589.3,0.2,2357.2,674.61
94,2024-04-02,C1082,North,S17,Grocery,Eggs,5,456.04,0.0,2280.2,657.87
95,2024-12-17,C1771,South,S62,Electronics,Tablet,1,674.98,0.05,641.23,89.48
96,2023-03-13,C1550,West,S26,Clothing,Jacket,2,481.45,0.1,866.61,156.03
97,2023-09-25,C1960,East,S54,Clothing,Shirt,5,97.52,0.1,438.84,66.21
98,2024-09-15,C1766,West,S47,Furniture,Wardrobe,7,757.59,0.2,4242.5,890.25
99,2023-03-16,C1434,East,S38,Grocery,Snacks,2,357.08,0.05,678.45,141.91
100,2023-12-01,C1858,South,S51,Clothing,Shoes,2,354.77,0.0,709.54,174.49
101,2024-06-25,C1758,East,S51,Electronics,Headphones,1,950.03,0.15,807.53,133.11
102,2024-02-05,C1329,East,S17,Furniture,Table,4,464.54,0.05,1765.25,362.23
103,2024-03-25,C1204,West,S43,Furniture,Bed,3,541.89,0.1,1463.1,123.93
104,2024-06-03,C1899,North,S4,Grocery,Rice,8,417.54,0.1,3006.29,537.55
105,2024-11-02,C1945,East,S61,Clothing,Dress,3,50.46,0.2,121.1,16.5
106,2024-11-12,C1828,East,S22,Clothing,Shirt,5,553.23,0.2,2212.92,365.56
107,2023-12-12,C1045,East,S34,Grocery,Rice,1,508.38,0.2,406.7,53.03
108,2023-09-06,C1046,West,S86,Clothing,Dress,8,874.84,0.2,5598.98,283.58
109,2023-09-14,C1007,East,S99,Furniture,Bed,4,217.26,0.05,825.59,198.13
110,2023-03-19,C1215,North,S2,Clothing,Shoes,8,141.79,0.1,1020.89,279.52
111,2023-12-29,C1750,South,S18,Electronics,Laptop,6,537.29,0.0,3223.74,755.49
112,2023-01-28,C1713,North,S39,Electronics,Laptop,9,842.3,0.05,7201.66,1323.91
113,2024-06-20,C1144,North,S13,Furniture,Wardrobe,4,479.23,0.05,1821.07,450.34
114,2023-04-19,C1145,East,S100,Clothing,Dress,6,590.97,0.0,3545.82,677.66
115,2024-07-07,C1424,West,S6,Furniture,Sofa,4,649.46,0.05,2467.95,274.16
116,2023-11-11,C1876,West,S70,Grocery,Rice,5,934.35,0.2,3737.4,281.97
117,2024-12-10,C1581,North,S4,Electronics,Smartphone,8,897.8,0.1,6464.16,1170.84
118,2023-02-09,C1228,East,S36,Electronics,Tablet,8,120.92,0.05,918.99,178.28
119,2023-03-16,C1003,East,S79,Furniture,Table,6,975.32,0.1,5266.73,1344.15
120,2023-07-13,C1846,West,S75,Electronics,Smartphone,8,481.85,0.2,3083.84,747.44
121,2023-11-22,C1409,South,S68,Furniture,Bed,3,207.51,0.15,529.15,58.53
122,2024-07-12,C1000,North,S90,Furniture,Sofa,6,585.43,0.1,3161.32,894.66
123,2023-09-16,C1672,West,S6,Electronics,Tablet,2,459.73,0.2,735.57,48.43
124,2023-06-21,C1897,North,S13,Electronics,Headphones,8,811.78,0.0,6494.24,550.1
125,2023-11-25,C1784,East,S9,Clothing,Jeans,8,610.04,0.1,4392.29,602.7
126,2024-08-03,C1317,East,S60,Grocery,Eggs,2,133.05,0.1,239.49,68.16
127,2024-08-10,C1994,North,S35,Clothing,Shoes,1,743.71,0.15,632.15,164.65
128,2023-08-17,C1269,South,S60,Electronics,Laptop,3,172.62,0.2,414.29,45.13
129,2023-03-19,C1409,West,S62,Clothing,Shirt,4,323.03,0.05,1227.51,181.81
130,2023-10-23,C1839,East,S39,Grocery,Wheat,8,383.17,0.1,2758.82,568.39
131,2023-01-23,C1574,North,S15,Furniture,Bed,1,239.89,0.0,239.89,35.47
132,2024-09-07,C1103,East,S51,Electronics,Laptop,7,125.73,0.1,792.1,163.91
133,2024-07-07,C1447,West,S15,Clothing,Shoes,1,538.13,0.1,484.32,119.7
134,2024-07-03,C1440,South,S97,Furniture,Table,5,780.79,0.0,3903.95,227.92
135,2024-08-20,C1833,East,S10,Furniture,Chair,5,878.0,0.0,4390.0,332.45
136,2023-06-08,C1814,North,S100,Clothing,Dress,8,607.92,0.2,3890.69,719.64
137,2023-06-06,C1046,North,S68,Furniture,Bed,2,22.08,0.1,39.74,8.88
138,2023-10-19,C1793,South,S43,Furniture,Table,5,828.53,0.05,3935.52,533.78
139,2023-05-14,C1711,South,S23,Electronics,Tablet,8,510.83,0.0,4086.64,465.89
140,2024-09-07,C1827,North,S43,Furniture,Table,4,919.56,0.2,2942.59,825.76
141,2023-05-07,C1105,North,S92,Clothing,Dress,9,429.89,0.2,3095.21,235.43
142,2023-10-24,C1725,West,S11,Electronics,Tablet,7,131.58,0.2,736.85,218.26
143,2024-09-13,C1419,East,S54,Furniture,Sofa,7,921.63,0.1,5806.27,1148.59
144,2024-10-22,C1430,North,S73,Grocery,Snacks,5,341.85,0.15,1452.86,358.78
145,2024-10-27,C1936,North,S35,Furniture,Chair,4,542.02,0.1,1951.27,547.8
146,2023-07-29,C1474,East,S34,Clothing,Shoes,1,591.2,0.1,532.08,86.79
147,2023-06-28,C1181,West,S24,Grocery,Snacks,9,503.38,0.2,3624.34,1010.15
148,2023-06-26,C1284,East,S63,Furniture,Bed,6,227.9,0.05,1299.03,280.44
149,2023-03-25,C1360,West,S49,Electronics,Headphones,4,420.48,0.15,1429.63,262.72
150,2023-12-26,C1560,North,S71,Furniture,Sofa,1,316.84,0.1,285.16,29.22
151,2024-12-23,C1317,North,S32,Grocery,Milk,1,46.18,0.1,41.56,2.76
152,2024-08-12,C1370,South,S47,Grocery,Snacks,2,529.15,0.15,899.56,153.17
153,2023-08-10,C1677,South,S51,Electronics,Laptop,4,190.11,0.2,608.35,41.9
154,2024-10-04,C1799,East,S10,Clothing,Shirt,3,647.56,0.15,1651.28,413.13
155,2023-02-24,C1475,South,S32,Grocery,Wheat,2,868.32,0.0,1736.64,326.37
156,2024-03-18,C1766,South,S72,Grocery,Rice,6,345.88,0.2,1660.22,157.12
157,2024-08-31,C1603,South,S8,Furniture,Chair,2,807.26,0.1,1453.07,422.35
158,2024-05-14,C1164,East,S54,Clothing,Jacket,5,412.33,0.05,1958.57,104.29
159,2024-11-03,C1150,East,S85,Electronics,Laptop,3,131.55,0.1,355.19,69.53
160,2024-11-30,C1081,North,S2,Furniture,Bed,1,819.27,0.15,696.38,93.29
161,2024-01-21,C1706,West,S87,Grocery,Milk,7,275.38,0.2,1542.13,210.19
162,2023-09-13,C1733,East,S9,Electronics,Headphones,2,862.46,0.1,1552.43,445.72
163,2023-12-30,C1279,South,S81,Clothing,Jeans,8,985.51,0.0,7884.08,1349.71
164,2023-07-28,C1525,North,S9,Electronics,Tablet,8,701.86,0.0,5614.88,642.75
165,2023-10-05,C1234,East,S4,Furniture,Bed,2,279.58,0.1,503.24,128.65
166,2023-05-08,C1852,East,S42,Furniture,Bed,4,503.11,0.05,1911.82,360.46
167,2023-06-02,C1997,East,S76,Electronics,Headphones,7,115.51,0.2,646.86,74.98
168,2023-10-14,C1645,West,S91,Grocery,Eggs,8,258.22,0.2,1652.61,357.39
169,2024-03-30,C1905,East,S45,Clothing,Shirt,1,424.58,0.15,360.89,87.6
170,2024-07-11,C1575,West,S2,Clothing,Shirt,6,740.65,0.1,3999.51,290.3
171,2024-01-06,C1793,South,S29,Electronics,Camera,5,838.71,0.1,3774.2,524.3
172,2023-04-23,C1186,West,S39,Electronics,Headphones,8,570.74,0.05,4337.62,647.01
173,2024-10-25,C1757,West,S22,Electronics,Camera,5,488.92,0.05,2322.37,134.22
174,2023-05-28,C1466,West,S99,Electronics,Headphones,4,60.91,0.1,219.28,43.68
175,2024-04-26,C1200,North,S26,Clothing,Shirt,2,115.53,0.0,231.06,31.86
176,2024-10-02,C1216,North,S61,Electronics,Laptop,8,440.48,0.1,3171.46,808.01
177,2023-08-17,C1107,West,S44,Furniture,Sofa,3,279.42,0.05,796.35,60.34
178,2024-09-04,C1043,West,S59,Clothing,Shirt,1,145.45,0.05,138.18,30.76
179,2024-05-11,C1814,South,S12,Electronics,Headphones,8,760.81,0.2,4869.18,1167.43
180,2024-04-29,C1373,East,S80,Clothing,Shoes,6,980.77,0.05,5590.39,963.54
181,2024-10-16,C1570,North,S26,Grocery,Rice,9,944.62,0.05,8076.5,1591.6
182,2024-02-05,C1918,West,S26,Furniture,Sofa,5,478.48,0.2,1913.92,445.48
183,2024-11-18,C1839,North,S59,Grocery,Eggs,7,797.39,0.15,4744.47,1238.96
184,2024-02-06,C1442,East,S17,Furniture,Sofa,8,237.71,0.15,1616.43,275.22
185,2023-05-11,C1804,North,S43,Clothing,Dress,8,446.62,0.15,3037.02,586.47
186,2024-05-11,C1515,West,S93,Clothing,Shoes,6,325.56,0.05,1855.69,334.1
187,2024-05-07,C1425,South,S66,Electronics,Smartphone,7,467.32,0.05,3107.68,171.91
188,2023-05-21,C1273,North,S32,Clothing,Dress,3,79.33,0.15,202.29,12.78
189,2024-04-21,C1317,North,S57,Electronics,Smartphone,8,278.97,0.0,2231.76,540.24
190,2023-12-25,C1339,North,S5,Grocery,Snacks,1,246.39,0.1,221.75,36.99
191,2024-01-11,C1669,East,S68,Clothing,Shoes,2,241.27,0.0,482.54,57.57
192,2024-08-07,C1398,East,S49,Furniture,Sofa,9,682.85,0.15,5223.8,1510.22
193,2023-03-02,C1996,West,S43,Electronics,Smartphone,6,982.51,0.1,5305.55,1463.97
194,2023-08-14,C1152,North,S71,Electronics,Camera,4,74.34,0.15,252.76,65.58
195,2023-11-06,C1884,North,S74,Electronics,Tablet,2,390.25,0.0,780.5,75.4
196,2023-09-16,C1887,North,S6,Grocery,Wheat,5,67.26,0.0,336.3,60.39
197,2023-01-20,C1889,South,S61,Grocery,Eggs,3,760.66,0.0,2281.98,201.9
198,2023-06-09,C1738,South,S13,Clothing,Jacket,8,750.39,0.0,6003.12,1190.03
199,2023-12-23,C1609,West,S11,Electronics,Tablet,9,397.26,0.1,3217.81,265.08
200,2024-10-10,C1194,North,S25,Clothing,Dress,2,863.51,0.0,1727.02,228.42
201,2024-06-20,C1260,South,S11,Grocery,Rice,2,414.37,0.1,745.87,172.19
202,2024-08-24,C1913,West,S70,Electronics,Camera,5,227.98,0.2,911.92,249.52
203,2024-08-15,C1113,East,S40,Furniture,Sofa,3,826.43,0.05,2355.33,437.96
204,2023-10-16,C1261,East,S88,Electronics,Laptop,3,869.48,0.15,2217.17,582.33
205,2024-07-24,C1815,East,S41,Clothing,Jacket,9,930.79,0.15,7120.54,1457.24
206,2024-02-26,C1699,North,S7,Electronics,Smartphone,5,882.06,0.05,4189.78,697.04
207,2023-01-31,C1534,West,S42,Clothing,Shirt,5,746.07,0.05,3543.83,901.88
208,2024-12-18,C1588,South,S93,Grocery,Snacks,7,201.2,0.2,1126.72,230.11
209,2023-04-23,C1232,West,S17,Furniture,Wardrobe,8,267.21,0.15,1817.03,94.97
210,2023-12-31,C1674,South,S70,Grocery,Snacks,3,763.42,0.05,2175.75,343.9
211,2024-02-16,C1571,South,S79,Furniture,Sofa,5,111.48,0.15,473.79,44.27
212,2024-04-28,C1241,South,S68,Grocery,Snacks,1,773.27,0.0,773.27,151.21
213,2024-12-05,C1021,East,S90,Clothing,Jeans,8,55.28,0.05,420.13,125.0
214,2024-11-17,C1284,West,S76,Grocery,Wheat,4,651.1,0.15,2213.74,530.34
215,2023-01-07,C1028,East,S11,Furniture,Table,1,330.37,0.1,297.33,33.64
216,2024-06-21,C1481,East,S46,Electronics,Laptop,2,997.15,0.0,1994.3,150.67
217,2024-05-03,C1038,West,S15,Clothing,Jeans,7,827.66,0.1,5214.26,548.5
218,2023-05-10,C1686,East,S78,Electronics,Camera,4,657.97,0.1,2368.69,632.47
219,2024-01-17,C1747,East,S56,Furniture,Chair,5,910.43,0.2,3641.72,763.42
220,2024-10-20,C1952,South,S69,Electronics,Laptop,3,318.83,0.05,908.67,248.54
221,2024-06-10,C1161,North,S61,Clothing,Shirt,3,40.82,0.0,122.46,28.01
222,2023-09-28,C1491,South,S80,Grocery,Rice,8,167.65,0.0,1341.2,358.31
223,2023-11-05,C1519,West,S79,Grocery,Snacks,2,763.41,0.1,1374.14,342.43
224,2024-11-23,C1535,West,S60,Electronics,Laptop,3,193.6,0.0,580.8,29.22
225,2024-03-30,C1272,West,S84,Electronics,Laptop,4,562.83,0.0,2251.32,203.08
226,2024-12-26,C1500,West,S2,Electronics,Smartphone,8,438.91,0.2,2809.02,245.49
227,2023-10-01,C1989,East,S64,Furniture,Wardrobe,2,485.14,0.1,873.25,195.39
228,2023-04-12,C1424,West,S8,Furniture,Bed,6,751.67,0.0,4510.02,498.41
229,2023-02-15,C1671,South,S79,Clothing,Dress,6,621.97,0.15,3172.05,433.0
230,2023-08-30,C1864,East,S2,Furniture,Wardrobe,1,96.99,0.2,77.59,5.48
231,2024-08-11,C1115,East,S26,Clothing,Shirt,6,328.87,0.05,1874.56,416.84
232,2023-05-23,C1993,South,S44,Grocery,Eggs,1,952.03,0.2,761.62,172.6
233,2023-01-09,C1773,South,S73,Grocery,Rice,7,616.81,0.0,4317.67,981.26
234,2023-09-21,C1839,South,S50,Clothing,Jacket,4,346.06,0.1,1245.82,213.16
235,2024-04-03,C1083,West,S80,Grocery,Rice,4,601.5,0.05,2285.7,389.09
236,2023-05-07,C1808,East,S60,Furniture,Bed,2,69.75,0.15,118.58,10.66
237,2023-10-28,C1242,South,S19,Furniture,Bed,7,475.48,0.2,2662.69,254.37
238,2024-09-22,C1308,East,S55,Electronics,Tablet,3,170.06,0.05,484.67,103.39
239,2024-07-02,C1351,East,S56,Electronics,Camera,9,498.34,0.15,3812.3,380.79
240,2023-02-04,C1444,North,S93,Grocery,Eggs,6,40.35,0.0,242.1,62.97
241,2024-12-25,C1158,West,S58,Clothing,Shoes,8,431.24,0.15,2932.43,685.71
242,2024-01-17,C1531,South,S60,Electronics,Headphones,8,547.87,0.1,3944.66,767.9
243,2024-02-24,C1249,East,S98,Grocery,Rice,4,874.69,0.05,3323.82,825.1
244,2023-10-22,C1937,East,S58,Grocery,Rice,6,365.56,0.1,1974.02,406.14
245,2024-07-05,C1020,South,S15,Grocery,Wheat,1,140.25,0.15,119.21,33.05
246,2024-08-21,C1297,West,S44,Grocery,Eggs,2,189.17,0.2,302.67,20.36
247,2024-07-06,C1317,South,S60,Grocery,Wheat,8,583.62,0.15,3968.62,786.73
248,2023-05-25,C1890,North,S89,Clothing,Shirt,9,405.06,0.1,3280.99,702.74
249,2024-03-24,C1423,West,S76,Grocery,Wheat,8,402.69,0.1,2899.37,785.52
250,2024-09-21,C1269,West,S80,Electronics,Headphones,9,436.58,0.15,3339.84,657.85
251,2024-05-27,C1312,West,S64,Clothing,Dress,6,175.94,0.0,1055.64,212.59
252,2024-11-17,C1996,East,S76,Electronics,Headphones,5,783.97,0.15,3331.87,538.4
253,2024-01-02,C1718,South,S6,Electronics,Laptop,4,277.05,0.05,1052.79,85.01
254,2023-10-20,C1019,North,S26,Grocery,Rice,1,130.89,0.2,104.71,29.68
255,2023-06-10,C1690,West,S78,Electronics,Tablet,4,986.76,0.1,3552.34,182.0
256,2023-08-05,C1305,East,S29,Furniture,Sofa,9,584.31,0.1,4732.91,815.06
257,2024-03-03,C1293,West,S84,Grocery,Wheat,7,39.67,0.2,222.15,19.08
258,2024-01-10,C1007,West,S85,Furniture,Wardrobe,1,733.52,0.2,586.82,94.44
259,2024-05-31,C1494,North,S86,Clothing,Dress,2,665.02,0.05,1263.54,181.41
260,2024-02-18,C1113,East,S82,Clothing,Shoes,1,832.57,0.0,832.57,47.95
261,2023-12-11,C1813,North,S68,Electronics,Tablet,1,604.6,0.2,483.68,104.83
262,2023-12-27,C1601,North,S62,Grocery,Eggs,2,999.42,0.0,1998.84,532.91
263,2023-03-30,C1687,North,S13,Grocery,Eggs,9,99.58,0.0,896.22,69.26
264,2024-09-01,C1380,West,S4,Clothing,Jeans,6,443.79,0.05,2529.6,608.55
265,2023-10-06,C1850,East,S75,Grocery,Eggs,1,129.01,0.0,129.01,17.04
266,2023-03-06,C1075,West,S71,Clothing,Dress,5,386.62,0.2,1546.48,250.8
267,2023-11-01,C1735,East,S35,Electronics,Tablet,6,82.46,0.1,445.28,41.02
268,2023-01-03,C1084,North,S26,Grocery,Eggs,8,523.89,0.15,3562.45,200.96
269,2023-06-03,C1664,South,S12,Furniture,Chair,5,404.83,0.2,1619.32,180.58
270,2023-02-12,C1943,East,S87,Grocery,Rice,6,749.41,0.15,3821.99,1104.1
271,2023-01-21,C1406,North,S80,Electronics,Laptop,5,899.05,0.0,4495.25,960.51
272,2023-02-20,C1782,West,S68,Furniture,Sofa,5,484.39,0.1,2179.76,164.26
273,2024-01-08,C1563,South,S27,Clothing,Shoes,3,585.12,0.05,1667.59,337.83
274,2024-10-19,C1001,South,S49,Clothing,Shoes,4,824.94,0.1,2969.78,239.98
275,2023-04-18,C1585,West,S39,Furniture,Chair,7,302.33,0.0,2116.31,405.97
276,2023-10-25,C1951,East,S36,Grocery,Milk,4,488.71,0.0,1954.84,280.28
277,2024-11-15,C1361,West,S47,Grocery,Milk,7,641.61,0.2,3593.02,973.89
278,2023-01-26,C1520,North,S15,Furniture,Chair,8,416.92,0.2,2668.29,737.71
279,2023-06-01,C1719,West,S49,Electronics,Laptop,5,309.04,0.1,1390.68,365.46
280,2023-06-16,C1201,East,S89,Furniture,Table,2,768.99,0.05,1461.08,238.07
281,2023-08-30,C1580,West,S47,Furniture,Table,1,739.51,0.05,702.53,118.18
282,2024-10-22,C1976,South,S22,Clothing,Dress,5,645.55,0.15,2743.59,278.6
283,2024-06-06,C1649,East,S73,Grocery,Milk,9,501.8,0.05,4290.39,508.99
284,2023-09-20,C1596,North,S18,Electronics,Camera,3,448.29,0.2,1075.9,246.81
285,2024-04-03,C1998,East,S24,Furniture,Table,3,607.19,0.05,1730.49,478.27
286,2024-09-12,C1035,East,S97,Furniture,Wardrobe,4,199.95,0.0,799.8,85.31
287,2024-02-29,C1998,East,S68,Clothing,Shirt,1,833.54,0.15,708.51,177.19
288,2024-06-22,C1159,South,S21,Clothing,Shirt,8,881.28,0.05,6697.73,1473.72
289,2024-01-16,C1057,West,S3,Electronics,Smartphone,6,672.79,0.15,3431.23,739.29
290,2023-07-28,C1802,East,S98,Grocery,Wheat,7,470.55,0.15,2799.77,202.12
291,2024-03-28,C1844,West,S93,Electronics,Camera,9,178.77,0.05,1528.48,113.37
292,2024-09-24,C1054,West,S16,Grocery,Wheat,1,307.84,0.15,261.66,44.15
293,2024-06-25,C1236,South,S23,Grocery,Snacks,3,160.89,0.2,386.14,90.47
294,2023-09-05,C1363,West,S65,Electronics,Smartphone,9,674.84,0.15,5162.53,1062.95
295,2024-03-31,C1742,North,S32,Grocery,Snacks,1,612.4,0.15,520.54,127.8
296,2024-05-23,C1653,North,S36,Electronics,Tablet,1,235.08,0.2,188.06,26.33
297,2023-12-07,C1769,West,S91,Furniture,Bed,9,558.26,0.1,4521.91,1159.06
298,2024-12-02,C1406,West,S26,Furniture,Sofa,4,874.6,0.1,3148.56,776.34
